relacionada_ma,classificacao_ambientalismo,id,casa,proposicao,sigla_tipo,numero,ano,ementa,tema,autor,link
Não,NA,137349,senado,PRS 60/2019,PRS,60,2019,"Autoriza o Estado de Pernambuco a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 37.000.000,00 (trinta e sete
milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/137349
Não,NA,137519,senado,PRS 61/2019,PRS,61,2019,"Fica instituído o Programa Senado Economiza para o Brasil que tem por objetivo destinar os recursos economizados pelos senadores para promover a melhoria das condições da Saúde, Educação e Assistência Social nos Estados, Distrito Federal e Municípios.",Nao especificado,Leila Barros PSB / DF,https://www25.senado.leg.br/web/atividade/materias/-/materia/137519
Não,NA,137774,senado,PRS 62/2019,PRS,62,2019,"Altera a Resolução nº 9, de 2019, do Senado Federal, que “institui a Frente Parlamentar dos Senadores dos Estados do Norte e do Nordeste”, para acrescer no âmbito da Frente Parlamentar os Senadores dos Estados do Centro - Oeste.",Nao especificado,Rogério Carvalho PT / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/137774
Não,NA,137772,senado,PRS 63/2019,PRS,63,2019,Institui o Grupo Parlamentar Brasil-Reino dos Países Baixos.,Nao especificado,Roberto Rocha PSDB / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137772
Não,NA,137799,senado,PRS 64/2019,PRS,64,2019,Institui o Grupo Parlamentar Brasil-Países árabes e dá outras providências.,Nao especificado,Jean Paul Prates PT / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/137799
Não,NA,137813,senado,PRS 65/2019,PRS,65,2019,"Altera a Resolução nº 19, de 27 de novembro de 2015, que regulamenta o Programa e-Cidadania, para dispor sobre as hipóteses de bloqueio.",Nao especificado,Styvenson Valentim PODEMOS / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/137813
Não,NA,137863,senado,PRS 66/2019,PRS,66,2019,"Altera a Resolução nº 93, de 27 de novembro de 1970 – Regimento Interno do Senado Federal, para dispor sobre as sabatinas dos indicados para o Conselho Diretor da Autoridade Nacional de Proteção de Dados.",Nao especificado,Siqueira Campos DEM / TO e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/137863
Não,NA,137887,senado,PRS 67/2019,PRS,67,2019,"Institui, no âmbito da Comissão de Agricultura e Reforma Agrária (CRA), a Medalha Inovação no Campo.",Nao especificado,Jayme Campos DEM / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/137887
Não,NA,135811,senado,PDL 68/2019,PDL,68,2019,"Susta o Decreto nº 9.731, de 16 de Março de 2019 que Dispensa visto de visita para os nacionais da Comunidade da Austrália, do Canadá, dos Estados Unidos da América e do Japão e altera o Decreto nº 9.199, de 20 de novembro de 2017, que regulamenta a Lei nº 13.445, de 24 de maio de 2017, que institui a Lei de Migração.",Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/135811
Não,NA,137891,senado,PRS 68/2019,PRS,68,2019,"Altera a Resolução do Senado Federal nº 13, de 2018 – Regulamento Administrativo do Senado Federal – e a Resolução do Senado Federal nº 93, de 1970 – Regimento Interno do Senado Federal, para dispor sobre a estrutura dos gabinetes de lideranças de partidos que possuam 2 (dois) senadores.",Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/137891
Não,NA,140899,senado,PDL 68/2020,PDL,68,2020,"Susta, nos termos do art. 49, V, da Constituição Federal, o Decreto nº 10.206, de 20 de janeiro de 2020, do Presidente da República, que “Dispõe sobre a qualificação do Serviço Federal de Processamento de Dados no âmbito do Programa de Parcerias de Investimentos da Presidência da República e sobre a sua inclusão no Programa Nacional de Desestatização”.",Nao especificado,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/140899
Não,NA,135821,senado,PDL 69/2019,PDL,69,2019,Dispõe sobre a realização de plebiscito acerca da reeleição para membros das Casas Legislativas.,Nao especificado,Luiz do Carmo MDB / GO e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/135821
Não,NA,137921,senado,PRS 69/2019,PRS,69,2019,"Institui o Programa Senado Baixo Carbono, com atividades e estratégias para o Senado Federal reduzir e compensar emissões de Gases de Efeito Estufa.",Nao especificado,Fabiano Contarato REDE / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/137921
Não,NA,137973,senado,PRS 71/2019,PRS,71,2019,"Altera o art. 99 do Regimento Interno do Senado Federal, para estabelecer a competência da Comissão de Assuntos Econômicos para opinar sobre os aspectos financeiros e orçamentários públicos de quaisquer proposições que tratem da criação de novos tipos penais, aumentem a pena cominada ou tornem mais rigorosa a execução da pena, considerando a quantidade de vagas existentes no sistema prisional.",Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/137973
Não,NA,138021,senado,PRS 72/2019,PRS,72,2019,"Altera o Regimento Interno do Senado Federal, para modificar a sistemática de cômputo de votos no processo simbólico de votação.",Nao especificado,Eduardo Girão PODEMOS / CE,https://www25.senado.leg.br/web/atividade/materias/-/materia/138021
Não,NA,138020,senado,PRS 73/2019,PRS,73,2019,"Altera o Regimento Interno do Senado Federal, para criar o ambiente virtual de deliberação no âmbito das comissões.",Nao especificado,Alessandro Vieira CIDADANIA / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/138020
Não,NA,138052,senado,PRS 74/2019,PRS,74,2019,"Autoriza o Estado do Mato Grosso do Sul a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 47.700.000,00 (quarenta e sete milhões e setecentos mil dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/138052
Não,NA,138077,senado,PRS 75/2019,PRS,75,2019,Denomina o espaço “Aquário” da Agência Senado como “Jornalista João Cláudio Netto Estrella”.,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/138077
Não,NA,138081,senado,PRS 76/2019,PRS,76,2019,"Altera a Resolução do Senado Federal nº 13, de 2018 – Regulamento Administrativo do Senado Federal -, para dispor sobre a distribuição das funções comissionadas do Conselho Editorial.",Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/138081
Não,NA,138347,senado,PRS 77/2019,PRS,77,2019,"Altera o Regulamento Administrativo do Senado Federal, para estabelecer como requisito de escolaridade mínimo para ingresso no cargo de Policial Legislativo Federal o diploma de conclusão de curso de graduação.",Nao especificado,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/138347
Não,NA,138346,senado,PRS 78/2019,PRS,78,2019,Institui o Grupo Parlamentar Brasil-Austrália.,Nao especificado,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/138346
Não,NA,138482,senado,PRS 79/2019,PRS,79,2019,"Autoriza o Município de Aracaju, Estado de Sergipe, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 75.200.000,00 (setenta e cinco milhões e duzentos mil dólares dos Estados
Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/138482
Não,NA,138491,senado,PRS 80/2019,PRS,80,2019,Cria o Programa Mulher Senadora no âmbito do Senado Federal.,Nao especificado,Soraya Thronicke PSL / MS,https://www25.senado.leg.br/web/atividade/materias/-/materia/138491
Não,NA,135991,senado,PDL 81/2019,PDL,81,2019,Aprova a Programação Monetária para o terceiro trimestre de 2018.,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/135991
Não,NA,138492,senado,PRS 81/2019,PRS,81,2019,"Modifica o Capítulo I do Título X do Regimento Interno do Senado Federal, para dispor sobre o processo e julgamento de autoridades por crime de responsabilidade.",Nao especificado,Styvenson Valentim PODEMOS / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/138492
Não,NA,135992,senado,PDL 82/2019,PDL,82,2019,Aprova a Programação Monetária para o quarto trimestre de 2018.,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/135992
Não,NA,138494,senado,PRS 82/2019,PRS,82,2019,"Altera a Resolução nº 93, de 27 de novembro de 1970 – Regimento Interno do Senado Federal, para dispor sobre a urgência regimental proposta pelas comissões.",Nao especificado,Luiz do Carmo MDB / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/138494
Não,NA,135993,senado,PDL 83/2019,PDL,83,2019,Aprova a Programação Monetária para o primeiro trimestre de 2019.,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/135993
Não,NA,138496,senado,PRS 83/2019,PRS,83,2019,"Altera o Regimento Interno do Senado Federal, para dispor sobre o pedido de vista e fixar prazo para a inclusão de matérias relatadas na pauta dos trabalhos.",Nao especificado,Luiz do Carmo MDB / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/138496
Não,NA,138113,senado,PDL 85/2019,PDL,85,2019,"Aprova o ato que renova a autorização outorgada ao Abrigo Luz do Amanhã para executar serviço de radiodifusão comunitária no Município de Itajaí, Estado de Santa Catarina.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138113
Não,NA,138697,senado,PRS 86/2019,PRS,86,2019,"Estabelece que a Comissão de Meio Ambiente realizará, anualmente, audiência pública com a presença do Ministro de Estado do Meio Ambiente para apresentar e discutir os resultados e as perspectivas da Política Nacional de Manejo e Controle de Queimadas, Prevenção e Combate aos Incêndios Florestais.",Nao especificado,Alessandro Vieira CIDADANIA / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/138697
Não,NA,138402,senado,PDL 87/2019,PDL,87,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Vianópolis para executar serviço de radiodifusão comunitária no Município de Vianópolis, Estado de Goiás.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138402
Não,NA,138807,senado,PRS 87/2019,PRS,87,2019,Altera o Regimento Interno do Senado Federal para acrescentar o §3º ao art. 216 do Regimento Interno para assegurar o encaminhamento dos requerimentos de informação que não forem deliberados pela Mesa no prazo de 30 dias.,Nao especificado,Humberto Costa PT / PE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/138807
Não,NA,141108,senado,PDL 87/2020,PDL,87,2020,"Susta os efeitos do art. 2º da Resolução–RDC nº 46, de 20 de fevereiro de 2002, da Diretoria Colegiada da Agência Nacional de Vigilância Sanitária.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/141108
Não,NA,138437,senado,PDL 88/2019,PDL,88,2019,"Aprova o ato que renova a autorização outorgada à Associação Rádio Comunitária Tabira FM para executar serviço de radiodifusão comunitária no Município de Tabira, Estado de Pernambuco.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138437
Não,NA,138891,senado,PRS 88/2019,PRS,88,2019,"Altera a redação do art. 93 do Regimento Interno do Senado Federal para permitir aos senadores a apresentação de requerimento de audiência pública em todas as comissões temáticas, incluindo as que não for membro.",Nao especificado,Izalci Lucas PSDB / DF,https://www25.senado.leg.br/web/atividade/materias/-/materia/138891
Não,NA,141114,senado,PDL 88/2020,PDL,88,2020,"Reconhece, para os fins do art. 65 da Lei Complementar nº 101, de 4 de maio de 2000, a ocorrência do estado de calamidade pública, nos termos da solicitação do Presidente da República encaminhada por meio da Mensagem nº 93, de 18 de março de 2020.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/141114
Não,NA,138750,senado,PDL 89/2019,PDL,89,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária da Região Central do Município de Betim - ASCORBE para executar serviço de radiodifusão comunitária no Município de Betim, Estado de Minas Gerais.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138750
Não,NA,138950,senado,PRS 89/2019,PRS,89,2019,Cria a Frente Parlamentar de Apoio à Corte Penal Latino-americana e do Caribe Contra o Crime Organizado (COPLA).,Nao especificado,Marcos do Val PODEMOS / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/138950
Não,NA,141112,senado,PDL 89/2020,PDL,89,2020,"Dispõe sobre o reconhecimento de calamidade pública para fins do disposto no art. 65 da Lei Complementar nº 101, de 4 de maio de 2000.",Nao especificado,José Serra PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/141112
Não,NA,138438,senado,PDL 90/2019,PDL,90,2019,"Aprova o ato que renova a autorização outorgada à Associação de Radiodifusão Comunitária São Miguel – ACOSAMI para executar serviço de radiodifusão comunitária no Município de Tavares, Estado da Paraíba.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138438
Não,NA,138956,senado,PRS 90/2019,PRS,90,2019,"Autoriza o Município de Contagem (MG) a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com a Corporação Andina de Fomento (CAF), no valor de até US$ 42.000.000,00 (quarenta e dois milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/138956
Não,NA,139188,senado,PDL 91/2019,PDL,91,2019,"Aprova o ato que outorga permissão ao Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina para executar serviço de radiodifusão sonora em frequência modulada no Município de Chapecó, Estado de Santa Catarina.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139188
Não,NA,138957,senado,PRS 91/2019,PRS,91,2019,"Autoriza o Município de Belo Horizonte, situado no Estado de Minas
Gerais, a contratar operação de crédito externo, com garantia da
República Federativa do Brasil, junto ao Banco Interamericano de
Desenvolvimento (BID), no valor de até US$ 56.000.000,00 (cinquenta e
seis milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/138957
Não,NA,140023,senado,PDL 92/2019,PDL,92,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária São Francisco para executar serviço de radiodifusão comunitária no Município de Alcântaras, Estado do Ceará.",Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140023
Não,NA,138958,senado,PRS 92/2019,PRS,92,2019,"Autoriza o Município de Belo Horizonte (MG) a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com a Corporação Andina de Fomento (CAF), no valor de até US$ 82.500.000,00 (oitenta e dois milhões e quinhentos mil dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/138958
Não,NA,138960,senado,PRS 93/2019,PRS,93,2019,"Autoriza o Município de Criciúma (SC) a contratar operação de crédito
externo, com garantia da República Federativa do Brasil, com o Fundo
Financeiro para o Desenvolvimento da Bacia do Prata (FONPLATA), no
valor de até US$ 17.250.000,00 (dezessete milhões e duzentos e
cinquenta mil dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/138960
Não,NA,138989,senado,PRS 94/2019,PRS,94,2019,"Institui o Prêmio Senado Federal de Segurança Pública, destinado a agraciar pessoas que criem mecanismos de melhora da segurança pública ou atuem em ação de segurança pública de grande repercussão nacional.",Nao especificado,Styvenson Valentim PODEMOS / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/138989
Não,NA,141157,senado,PDL 94/2020,PDL,94,2020,"Susta parcialmente os efeitos do Decreto nº 10.245, de 18 de fevereiro de 2020, que “Dispõe sobre o Conselho do Programa de Parcerias de Investimentos”.",Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/141157
Não,NA,139039,senado,PRS 95/2019,PRS,95,2019,"Institui, no âmbito do Senado Federal, a Frente Parlamentar de apoio ao Mercado de Varejo e E-commerce",Nao especificado,Kátia Abreu PDT / TO e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/139039
Não,NA,139107,senado,PRS 96/2019,PRS,96,2019,"Autoriza o Estado de São Paulo a contratar
operação de crédito externo, com garantia da
República Federativa do Brasil, com a Corporação Andina de Fomento (CAF), no valor de até US$ 296.000.000,00 (duzentos e noventa e seis milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139107
Não,NA,139108,senado,PRS 97/2019,PRS,97,2019,"Autoriza o Estado de São Paulo a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto ao Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 87.120.000,00 (oitenta e sete
milhões e cento e vinte mil dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139108
Não,NA,139109,senado,PRS 98/2019,PRS,98,2019,"Autoriza o Município de Jacareí, situado no Estado de São Paulo, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto à Corporação Andina de Fomento (CAF), no valor de até US$ 60.000.000,00 (sessenta milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139109
Não,NA,141201,senado,PDL 98/2020,PDL,98,2020,"Susta a Portaria nº 34, de 9 de março de 2020, que dispõe sobre as condições para fomento a cursos de pós-graduação stricto sensu pela Diretoria de Programas e Bolsas no País da CAPES.",Nao especificado,Humberto Costa PT / PE,https://www25.senado.leg.br/web/atividade/materias/-/materia/141201
Não,NA,139110,senado,PRS 99/2019,PRS,99,2019,"Autoriza a concessão de garantia da República Federativa do Brasil à operação de crédito externo a ser contratada pela Companhia de Saneamento Básico do Estado de São Paulo – Sabesp junto ao
Banco Interamericano de Desenvolvimento (BID) no valor de até
US$ 300.000.000,00 (trezentos milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139110
Não,NA,139106,senado,PRS 101/2019,PRS,101,2019,"Autoriza o Município de Aparecida de Goiânia, situado no Estado de Goiás, a
contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto à Corporação Andina de Fomento (CAF), no valor de até US$ 35.000.000,00 (trinta e cinco milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139106
Não,NA,139270,senado,PRS 102/2019,PRS,102,2019,"Fixa o limite de R$ 22.500.000.000,00 (vinte e dois bilhões e quinhentos milhões de reais), a viger no exercício financeiro de 2019, para o montante total de garantias da União.",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139270
Não,NA,141217,senado,PDL 102/2020,PDL,102,2020,"Susta a Portaria nº 1.122, de 19 de março de 2020, que define as prioridades, no âmbito do Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC), no que se refere a projetos de pesquisa, de desenvolvimento de tecnologias e inovações, para o período 2020 a 2023.",Nao especificado,Humberto Costa PT / PE,https://www25.senado.leg.br/web/atividade/materias/-/materia/141217
Não,NA,139343,senado,PRS 103/2019,PRS,103,2019,Altera o Regimento Interno do Senado Federal para criar a Comissão de Defesa dos Direitos da Mulher.,Nao especificado,Plínio Valério PSDB / AM,https://www25.senado.leg.br/web/atividade/materias/-/materia/139343
Não,NA,139356,senado,PRS 104/2019,PRS,104,2019,"Altera o art. 332 da Resolução nº 93, de 27 de novembro de 1970 – Regimento Interno do Senado Federal, para permitir a subscrição de requerimento de desarquivamento de proposição por Líderes.",Nao especificado,Rose de Freitas PODEMOS / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/139356
Não,NA,139516,senado,PRS 105/2019,PRS,105,2019,"Autoriza a concessão de garantia da República Federativa do Brasil à operação de crédito externo a ser contratada pelo Banco do Brasil S.A. junto ao Banco Interamericano de Desenvolvimento (BID) no valor de até US$ 600.000.000,00 (seiscentos milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139516
Não,NA,139602,senado,PRS 106/2019,PRS,106,2019,"Altera o art. 314 do Regimento Interno do Senado Federal, Resolução nº 93 de 1970.",Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/139602
Não,NA,141221,senado,PDL 106/2020,PDL,106,2020,"Susta parcialmente os efeitos do decreto nº 10.292, de 25 de março de 2020, que altera o Decreto nº 10.282, de 20 de março de 2020, que regulamenta a Lei nº 13.979, de 6 de fevereiro de 2020, para definir os serviços públicos e as atividades essenciais.",Nao especificado,Alessandro Vieira CIDADANIA / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/141221
Não,NA,139610,senado,PRS 107/2019,PRS,107,2019,"Autoriza a República Federativa do Brasil a contratar operação de crédito externo, no valor total de até US$ 195.000.000,00 (cento e noventa
e cinco milhões de dólares dos Estados Unidos da América), com o Banco Interamericano de Desenvolvimento (BID).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139610
Não,NA,141227,senado,PDL 107/2020,PDL,107,2020,"Susta os efeitos do Decreto do Presidente da República, de 19 de abril de 2007, sem número, que homologa a demarcação administrativa da Terra Indígena Apyterewa, localizada no Município de São Félix do Xingu, no Estado do Pará, estabelecendo os seus reais limites.",Nao especificado,Zequinha Marinho PSC / PA,https://www25.senado.leg.br/web/atividade/materias/-/materia/141227
Não,NA,139612,senado,PRS 108/2019,PRS,108,2019,"Autoriza o Município de Vila Velha (ES) a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Fundo Financeiro para o Desenvolvimento da Bacia do Prata (FONPLATA), no valor de até US$ 27.600.000,00 (vinte e sete milhões e seiscentos mil dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139612
Não,NA,139624,senado,PRS 109/2019,PRS,109,2019,"Altera o art. 383 da Resolução nº 93, de 27 de novembro de 1970 – Regimento Interno do Senado Federal, para vedar a abertura do painel eletrônico de votação antes de concluída a arguição do candidato.",Nao especificado,Rose de Freitas PODEMOS / ES e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/139624
Não,NA,139692,senado,PRS 110/2019,PRS,110,2019,"Altera o art. 99, III, do Regimento Interno do Senado Federal, Resolução nº 93 de 1970.",Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/139692
Não,NA,140070,senado,PRS 111/2019,PRS,111,2019,"Institui, no âmbito do Senado Federal, a Comenda Rei Pelé, destinada a homenagear esportistas brasileiros de destaque.",Nao especificado,Romário PODEMOS / RJ,https://www25.senado.leg.br/web/atividade/materias/-/materia/140070
Não,NA,140075,senado,PRS 112/2019,PRS,112,2019,"Altera a Resolução do Senado Federal nº 93, de 1970 – Regimento Interno do Senado Federal, com o objetivo de ampliar os comportamentos vedados aos senadores e as hipóteses de desacato ao Senado Federal.",Nao especificado,Rogério Carvalho PT / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/140075
Não,NA,140078,senado,PRS 113/2019,PRS,113,2019,"Altera o Regimento Interno do Senado Federal, para prever a possibilidade da instituição de comissão temporária para examinar o mérito de propostas de emenda à Constituição.",Nao especificado,Jaques Wagner PT / BA,https://www25.senado.leg.br/web/atividade/materias/-/materia/140078
Não,NA,140165,senado,PRS 114/2019,PRS,114,2019,"Autoriza o Estado do Ceará a contratar operação de crédito externo, com a garantia da República Federativa do Brasil, no valor de até US$ 139,880,000.00 (cento e trinta e nove milhões e oitocentos e oitenta mil dólares dos Estados Unidos da América), entre o Governo do Estado do Ceará e o Banco Internacional para Reconstrução e Desenvolvimento - BIRD, cujos recursos se destinam ao financiamento parcial do ""Projeto de Apoio à Melhoria da Segurança Hídrica e Fortalecimento da Inteligência na Gestão Pública do Estado do Ceará (IPF Ceará).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/140165
Não,NA,140166,senado,PRS 115/2019,PRS,115,2019,"Autoriza o Estado do Ceará a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto ao Banco Internacional
para Reconstrução e Desenvolvimento (BIRD), no valor de até US$ 100.000.000,00 (cem milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/140166
Não,NA,140169,senado,PRS 116/2019,PRS,116,2019,"Autoriza o Estado do Paraná a contratar operação de crédito externo, com garantia da República Federativa do Brasil, no valor de até US$ 118.370.000,00 (cento e dezoito milhões, trezentos e setenta mil dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/140169
Não,NA,140246,senado,PRS 117/2019,PRS,117,2019,"Institui o Prêmio Luís Gama do Senado Federal, a ser conferido anualmente a matérias jornalísticas que tratem da cultura negra.",Nao especificado,Fabiano Contarato REDE / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/140246
Não,NA,140251,senado,PRS 118/2019,PRS,118,2019,"Autoriza o Município de Ponta Porã (MS) a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Fundo Financeiro para o Desenvolvimento da Bacia do Prata (FONPLATA), no valor de até US$ 25.000.000,00 (vinte e cinco milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/140251
Não,NA,140252,senado,PRS 119/2019,PRS,119,2019,"Autoriza o Município de Araguaína (TO) a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com a Corporação Andina de Fomento (CAF), no valor de até US$ 54.900.000,00 (cinquenta e quatro milhões e novecentos mil dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/140252
Não,NA,140253,senado,PRS 120/2019,PRS,120,2019,"Autoriza o Município de Santo André (SP) a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com a Corporação Andina de Fomento (CAF), no valor de até US$ 50.000.000,00 (cinquenta milhões de dólares dos Estados Unidos da América).",Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/140253
Não,NA,140310,senado,PRS 121/2019,PRS,121,2019,Estabelece alíquota para cobrança do Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS) nas operações interestaduais relativas à carne bovina.,Nao especificado,Eduardo Braga MDB / AM e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/140310
Não,NA,141419,senado,PDL 137/2020,PDL,137,2020,"Suspende os efeitos dos editais INEP nº 25, de 30 de março de 2020 e INEP no 27, de 30 de março de 2020, referentes ao ENEM 2020.",Nao especificado,Izalci Lucas PSDB / DF,https://www25.senado.leg.br/web/atividade/materias/-/materia/141419
Não,NA,141465,senado,PDL 139/2020,PDL,139,2020,"Susta a Resolução da Diretoria Colegiada da ANVISA RDC nº 25, de 15 de fevereiro de 2001, que dispõe sobre a importação, comercialização e doação de produtos para saúde.",Nao especificado,Nelsinho Trad PSD / MS,https://www25.senado.leg.br/web/atividade/materias/-/materia/141465
