orientacao_ma,is_nominal,nome_proposicao,ementa_proposicao,obj_votacao,resumo,data,autor,tema,uri_tramitacao,id_proposicao,id_votacao,casa
NA,NA,PL 550/2019,"Altera a Lei nº 12.334, de 20 de setembro de 2010 (Lei de Segurança de Barragens), para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB); a Lei nº 9.433, de 8 de janeiro de 1997 (Lei das Águas), para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH), no exercício de sua atribuição de zelar pela implementação da PNSB; a Lei nº 8.001, de 13 de março de 1990, para instituir o pagamento da Compensação Financeira pela Exploração de Recursos Minerais (CFEM) em caso de suspensão da produção devido a acidente ou rompimento de barragem; a Lei nº 8.072, de 25 de julho de 1990 (Lei dos Crimes Hediondos), para classificar como hediondo o crime de poluição ambiental com resultado morte; a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei dos Crimes Ambientais), para tipificar o crime de poluição com resultado morte e determinar que, em situação de acidente, a multa por infração ambiental seja revertida à região afetada; a Lei nº 7.797, de 10 de julho de 1989 (Lei do Fundo Nacional do Meio Ambiente), para incluir, entre as aplicações financeiras prioritárias, a recuperação de áreas degradadas por acidentes ou desastres ambientais; e a Lei nº 12.608, de 10 de abril de 2012  (Lei da Defesa Civil), para determinar ao Sinpdec a manutenção de canal de comunicação para o recebimento de denúncias e informações relacionadas à segurança de barragens.

NOVA EMENTA: Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens (PNSB), a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente (FNMA), a Lei nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos, e o Decreto-Lei nº 227, de 28 de fevereiro de 1967 (Código de Mineração)",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Joaquim Passarinho (PSD-PA).",NA,"Senado Federal - Leila Barros - PSB/DF, Senado Federal - Leila Barros - PSB/DF","Direito Penal e Processual Penal, Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2194912,2194912,2194912-89,camara
NA,NA,PL 550/2019,"Altera a Lei nº 12.334, de 20 de setembro de 2010 (Lei de Segurança de Barragens), para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB); a Lei nº 9.433, de 8 de janeiro de 1997 (Lei das Águas), para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH), no exercício de sua atribuição de zelar pela implementação da PNSB; a Lei nº 8.001, de 13 de março de 1990, para instituir o pagamento da Compensação Financeira pela Exploração de Recursos Minerais (CFEM) em caso de suspensão da produção devido a acidente ou rompimento de barragem; a Lei nº 8.072, de 25 de julho de 1990 (Lei dos Crimes Hediondos), para classificar como hediondo o crime de poluição ambiental com resultado morte; a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei dos Crimes Ambientais), para tipificar o crime de poluição com resultado morte e determinar que, em situação de acidente, a multa por infração ambiental seja revertida à região afetada; a Lei nº 7.797, de 10 de julho de 1989 (Lei do Fundo Nacional do Meio Ambiente), para incluir, entre as aplicações financeiras prioritárias, a recuperação de áreas degradadas por acidentes ou desastres ambientais; e a Lei nº 12.608, de 10 de abril de 2012  (Lei da Defesa Civil), para determinar ao Sinpdec a manutenção de canal de comunicação para o recebimento de denúncias e informações relacionadas à segurança de barragens.

NOVA EMENTA: Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens (PNSB), a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente (FNMA), a Lei nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos, e o Decreto-Lei nº 227, de 28 de fevereiro de 1967 (Código de Mineração)",Votação em turno único.,"Aprovado o Substitutivo ao Projeto de Lei 550, de 2019, adotado pelo Relator da Comissão Especial.",NA,"Senado Federal - Leila Barros - PSB/DF, Senado Federal - Leila Barros - PSB/DF","Direito Penal e Processual Penal, Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2194912,2194912,2194912-86,camara
NA,NA,PL 550/2019,"Altera a Lei nº 12.334, de 20 de setembro de 2010 (Lei de Segurança de Barragens), para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB); a Lei nº 9.433, de 8 de janeiro de 1997 (Lei das Águas), para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH), no exercício de sua atribuição de zelar pela implementação da PNSB; a Lei nº 8.001, de 13 de março de 1990, para instituir o pagamento da Compensação Financeira pela Exploração de Recursos Minerais (CFEM) em caso de suspensão da produção devido a acidente ou rompimento de barragem; a Lei nº 8.072, de 25 de julho de 1990 (Lei dos Crimes Hediondos), para classificar como hediondo o crime de poluição ambiental com resultado morte; a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei dos Crimes Ambientais), para tipificar o crime de poluição com resultado morte e determinar que, em situação de acidente, a multa por infração ambiental seja revertida à região afetada; a Lei nº 7.797, de 10 de julho de 1989 (Lei do Fundo Nacional do Meio Ambiente), para incluir, entre as aplicações financeiras prioritárias, a recuperação de áreas degradadas por acidentes ou desastres ambientais; e a Lei nº 12.608, de 10 de abril de 2012  (Lei da Defesa Civil), para determinar ao Sinpdec a manutenção de canal de comunicação para o recebimento de denúncias e informações relacionadas à segurança de barragens.

NOVA EMENTA: Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens (PNSB), a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente (FNMA), a Lei nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos, e o Decreto-Lei nº 227, de 28 de fevereiro de 1967 (Código de Mineração)",NA,"Aprovado requerimento n. 202/2020 do Sr. Rogério Correia que requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº 550, de 2019.",NA,"Senado Federal - Leila Barros - PSB/DF, Senado Federal - Leila Barros - PSB/DF","Direito Penal e Processual Penal, Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2194912,2194912,2194912-71,camara
NA,NA,PL 550/2019,"Altera a Lei nº 12.334, de 20 de setembro de 2010 (Lei de Segurança de Barragens), para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB); a Lei nº 9.433, de 8 de janeiro de 1997 (Lei das Águas), para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH), no exercício de sua atribuição de zelar pela implementação da PNSB; a Lei nº 8.001, de 13 de março de 1990, para instituir o pagamento da Compensação Financeira pela Exploração de Recursos Minerais (CFEM) em caso de suspensão da produção devido a acidente ou rompimento de barragem; a Lei nº 8.072, de 25 de julho de 1990 (Lei dos Crimes Hediondos), para classificar como hediondo o crime de poluição ambiental com resultado morte; a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei dos Crimes Ambientais), para tipificar o crime de poluição com resultado morte e determinar que, em situação de acidente, a multa por infração ambiental seja revertida à região afetada; a Lei nº 7.797, de 10 de julho de 1989 (Lei do Fundo Nacional do Meio Ambiente), para incluir, entre as aplicações financeiras prioritárias, a recuperação de áreas degradadas por acidentes ou desastres ambientais; e a Lei nº 12.608, de 10 de abril de 2012  (Lei da Defesa Civil), para determinar ao Sinpdec a manutenção de canal de comunicação para o recebimento de denúncias e informações relacionadas à segurança de barragens.

NOVA EMENTA: Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens (PNSB), a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente (FNMA), a Lei nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos, e o Decreto-Lei nº 227, de 28 de fevereiro de 1967 (Código de Mineração)",NA,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 202/2020.,NA,"Senado Federal - Leila Barros - PSB/DF, Senado Federal - Leila Barros - PSB/DF","Direito Penal e Processual Penal, Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2194912,2194912,2194912-70,camara
NA,NA,PL 550/2019,"Altera a Lei nº 12.334, de 20 de setembro de 2010 (Lei de Segurança de Barragens), para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB); a Lei nº 9.433, de 8 de janeiro de 1997 (Lei das Águas), para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH), no exercício de sua atribuição de zelar pela implementação da PNSB; a Lei nº 8.001, de 13 de março de 1990, para instituir o pagamento da Compensação Financeira pela Exploração de Recursos Minerais (CFEM) em caso de suspensão da produção devido a acidente ou rompimento de barragem; a Lei nº 8.072, de 25 de julho de 1990 (Lei dos Crimes Hediondos), para classificar como hediondo o crime de poluição ambiental com resultado morte; a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei dos Crimes Ambientais), para tipificar o crime de poluição com resultado morte e determinar que, em situação de acidente, a multa por infração ambiental seja revertida à região afetada; a Lei nº 7.797, de 10 de julho de 1989 (Lei do Fundo Nacional do Meio Ambiente), para incluir, entre as aplicações financeiras prioritárias, a recuperação de áreas degradadas por acidentes ou desastres ambientais; e a Lei nº 12.608, de 10 de abril de 2012  (Lei da Defesa Civil), para determinar ao Sinpdec a manutenção de canal de comunicação para o recebimento de denúncias e informações relacionadas à segurança de barragens.

NOVA EMENTA: Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens (PNSB), a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente (FNMA), a Lei nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos, e o Decreto-Lei nº 227, de 28 de fevereiro de 1967 (Código de Mineração)",NA,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,"Senado Federal - Leila Barros - PSB/DF, Senado Federal - Leila Barros - PSB/DF","Direito Penal e Processual Penal, Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2194912,2194912,2237159-7,camara
NA,NA,PL 550/2019,"Altera a Lei nº 12.334, de 20 de setembro de 2010 (Lei de Segurança de Barragens), para reforçar a efetividade da Política Nacional de Segurança de Barragens (PNSB); a Lei nº 9.433, de 8 de janeiro de 1997 (Lei das Águas), para dotar de novos instrumentos o Conselho Nacional de Recursos Hídricos (CNRH), no exercício de sua atribuição de zelar pela implementação da PNSB; a Lei nº 8.001, de 13 de março de 1990, para instituir o pagamento da Compensação Financeira pela Exploração de Recursos Minerais (CFEM) em caso de suspensão da produção devido a acidente ou rompimento de barragem; a Lei nº 8.072, de 25 de julho de 1990 (Lei dos Crimes Hediondos), para classificar como hediondo o crime de poluição ambiental com resultado morte; a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei dos Crimes Ambientais), para tipificar o crime de poluição com resultado morte e determinar que, em situação de acidente, a multa por infração ambiental seja revertida à região afetada; a Lei nº 7.797, de 10 de julho de 1989 (Lei do Fundo Nacional do Meio Ambiente), para incluir, entre as aplicações financeiras prioritárias, a recuperação de áreas degradadas por acidentes ou desastres ambientais; e a Lei nº 12.608, de 10 de abril de 2012  (Lei da Defesa Civil), para determinar ao Sinpdec a manutenção de canal de comunicação para o recebimento de denúncias e informações relacionadas à segurança de barragens.

NOVA EMENTA: Altera a Lei nº 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens (PNSB), a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente (FNMA), a Lei nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos, e o Decreto-Lei nº 227, de 28 de fevereiro de 1967 (Código de Mineração)",NA,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 2789/2019, por ter sido aprovado o REQ 1572/2019 => PL 2789/2019 que está apensado ao primeiro.",NA,"Senado Federal - Leila Barros - PSB/DF, Senado Federal - Leila Barros - PSB/DF","Direito Penal e Processual Penal, Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2194912,2194912,2194912-30,camara
NA,NA,PL 2785/2019,Define normas gerais para o licenciamento ambiental de empreendimentos minerários.,NA,"Aprovado requerimento do Sr. Zé Silva que solicita urgência urgentíssima para apreciação do Projeto de Lei nº 2785, de 2019, Define normas gerais para o licenciamento ambiental de empreendimentos minerários.",NA,"Zé Silva - SOLIDARI/MG, Padre João - PT/MG, Leonardo Monteiro - PT/MG, Gilberto Abramo - PRB/MG, André Janones - AVANTE/MG, Áurea Carolina - PSOL/MG, Greyce Elias - AVANTE/MG, Igor Timo - PODE/MG, Léo Motta - PSL/MG, Dr. Frederico - PATRI/MG, Rogério Correia - PT/MG, Hercílio Coelho Diniz - MDB/MG","Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201526,2201526,2201526-15,camara
NA,NA,PL 2785/2019,Define normas gerais para o licenciamento ambiental de empreendimentos minerários.,NA,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,"Zé Silva - SOLIDARI/MG, Padre João - PT/MG, Leonardo Monteiro - PT/MG, Gilberto Abramo - PRB/MG, André Janones - AVANTE/MG, Áurea Carolina - PSOL/MG, Greyce Elias - AVANTE/MG, Igor Timo - PODE/MG, Léo Motta - PSL/MG, Dr. Frederico - PATRI/MG, Rogério Correia - PT/MG, Hercílio Coelho Diniz - MDB/MG","Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201526,2201526,2205052-6,camara
NA,NA,PL 2790/2019,"Altera a Lei nº 12.608, de 10 de abril de 2012 (Estatuto de Proteção e Defesa Civil), para incluir a prevenção a desastres induzidos por ação humana.

NOVA EMENTA; Altera a Lei nº 12.608, de 10 de abril de 2012, para incluir a prevenção a desastres induzidos por ação humana.",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Reginaldo Lopes (PT-MG).",NA,"Zé Silva - SOLIDARI/MG, Júlio Delgado - PSB/MG, André Janones - AVANTE/MG, Dr. Frederico - PATRI/MG, Gilberto Abramo - PRB/MG, Áurea Carolina - PSOL/MG, Igor Timo - PODE/MG, Hercílio Coelho Diniz - MDB/MG, Leonardo Monteiro - PT/MG, Léo Motta - PSL/MG, Greyce Elias - AVANTE/MG, Padre João - PT/MG, Rogério Correia - PT/MG","Defesa e Segurança, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201538,2201538,2201538-54,camara
NA,NA,PL 2790/2019,"Altera a Lei nº 12.608, de 10 de abril de 2012 (Estatuto de Proteção e Defesa Civil), para incluir a prevenção a desastres induzidos por ação humana.

NOVA EMENTA; Altera a Lei nº 12.608, de 10 de abril de 2012, para incluir a prevenção a desastres induzidos por ação humana.",Votação das Emendas do Relator de nºs 1 a 6.,"Aprovado o Projeto de Lei nº 2.790, de 2019.",NA,"Zé Silva - SOLIDARI/MG, Júlio Delgado - PSB/MG, André Janones - AVANTE/MG, Dr. Frederico - PATRI/MG, Gilberto Abramo - PRB/MG, Áurea Carolina - PSOL/MG, Igor Timo - PODE/MG, Hercílio Coelho Diniz - MDB/MG, Leonardo Monteiro - PT/MG, Léo Motta - PSL/MG, Greyce Elias - AVANTE/MG, Padre João - PT/MG, Rogério Correia - PT/MG","Defesa e Segurança, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201538,2201538,2201538-52,camara
NA,NA,PL 2790/2019,"Altera a Lei nº 12.608, de 10 de abril de 2012 (Estatuto de Proteção e Defesa Civil), para incluir a prevenção a desastres induzidos por ação humana.

NOVA EMENTA; Altera a Lei nº 12.608, de 10 de abril de 2012, para incluir a prevenção a desastres induzidos por ação humana.",Votação das Emendas do Relator de nºs 1 a 6.,Aprovadas as Emendas do Relator de  nºs 1 a 6.,NA,"Zé Silva - SOLIDARI/MG, Júlio Delgado - PSB/MG, André Janones - AVANTE/MG, Dr. Frederico - PATRI/MG, Gilberto Abramo - PRB/MG, Áurea Carolina - PSOL/MG, Igor Timo - PODE/MG, Hercílio Coelho Diniz - MDB/MG, Leonardo Monteiro - PT/MG, Léo Motta - PSL/MG, Greyce Elias - AVANTE/MG, Padre João - PT/MG, Rogério Correia - PT/MG","Defesa e Segurança, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201538,2201538,2201538-51,camara
NA,NA,PL 2790/2019,"Altera a Lei nº 12.608, de 10 de abril de 2012 (Estatuto de Proteção e Defesa Civil), para incluir a prevenção a desastres induzidos por ação humana.

NOVA EMENTA; Altera a Lei nº 12.608, de 10 de abril de 2012, para incluir a prevenção a desastres induzidos por ação humana.",NA,"Aprovado requerimento do Sr. Zé Silva que solicita urgência urgentíssima para apreciação do Projeto de Lei nº 2790, de 2019, altera a Lei nº 12.608, de 10 de abril de 2012 (Estatuto de Proteção e Defesa Civil), para incluir a prevenção a desastres induzidos por ação humana.",NA,"Zé Silva - SOLIDARI/MG, Júlio Delgado - PSB/MG, André Janones - AVANTE/MG, Dr. Frederico - PATRI/MG, Gilberto Abramo - PRB/MG, Áurea Carolina - PSOL/MG, Igor Timo - PODE/MG, Hercílio Coelho Diniz - MDB/MG, Leonardo Monteiro - PT/MG, Léo Motta - PSL/MG, Greyce Elias - AVANTE/MG, Padre João - PT/MG, Rogério Correia - PT/MG","Defesa e Segurança, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201538,2201538,2201538-18,camara
NA,NA,PL 2790/2019,"Altera a Lei nº 12.608, de 10 de abril de 2012 (Estatuto de Proteção e Defesa Civil), para incluir a prevenção a desastres induzidos por ação humana.

NOVA EMENTA; Altera a Lei nº 12.608, de 10 de abril de 2012, para incluir a prevenção a desastres induzidos por ação humana.",NA,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 1574/2019 => PL 2790/2019.,NA,"Zé Silva - SOLIDARI/MG, Júlio Delgado - PSB/MG, André Janones - AVANTE/MG, Dr. Frederico - PATRI/MG, Gilberto Abramo - PRB/MG, Áurea Carolina - PSOL/MG, Igor Timo - PODE/MG, Hercílio Coelho Diniz - MDB/MG, Leonardo Monteiro - PT/MG, Léo Motta - PSL/MG, Greyce Elias - AVANTE/MG, Padre João - PT/MG, Rogério Correia - PT/MG","Defesa e Segurança, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201538,2201538,2201538-17,camara
NA,NA,PL 2790/2019,"Altera a Lei nº 12.608, de 10 de abril de 2012 (Estatuto de Proteção e Defesa Civil), para incluir a prevenção a desastres induzidos por ação humana.

NOVA EMENTA; Altera a Lei nº 12.608, de 10 de abril de 2012, para incluir a prevenção a desastres induzidos por ação humana.",NA,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,"Zé Silva - SOLIDARI/MG, Júlio Delgado - PSB/MG, André Janones - AVANTE/MG, Dr. Frederico - PATRI/MG, Gilberto Abramo - PRB/MG, Áurea Carolina - PSOL/MG, Igor Timo - PODE/MG, Hercílio Coelho Diniz - MDB/MG, Leonardo Monteiro - PT/MG, Léo Motta - PSL/MG, Greyce Elias - AVANTE/MG, Padre João - PT/MG, Rogério Correia - PT/MG","Defesa e Segurança, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201538,2201538,2205053-6,camara
NA,NA,PL 2787/2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei de Crimes Ambientais), para tipificar o crime de ecocídio e a conduta delitiva do responsável por desastre relativo a rompimento de barragem, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para tipificar o crime de ecocídio e a conduta delitiva do responsável por desastre relativo a rompimento de barragem; e dá outras providências.",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. André Janones (AVANTE-MG).",NA,"Zé Silva - SOLIDARI/MG, Leonardo Monteiro - PT/MG, Greyce Elias - AVANTE/MG, Gilberto Abramo - PRB/MG, Igor Timo - PODE/MG, Áurea Carolina - PSOL/MG, Júlio Delgado - PSB/MG, Hercílio Coelho Diniz - MDB/MG, Dr. Frederico - PATRI/MG, Lucas Gonzalez - NOVO/MG, Rogério Correia - PT/MG, Padre João - PT/MG","Direito Penal e Processual Penal, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201529,2201529,2201529-58,camara
NA,NA,PL 2787/2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei de Crimes Ambientais), para tipificar o crime de ecocídio e a conduta delitiva do responsável por desastre relativo a rompimento de barragem, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para tipificar o crime de ecocídio e a conduta delitiva do responsável por desastre relativo a rompimento de barragem; e dá outras providências.",Votação em turno único.,"Aprovada a Subemenda Substitutiva Global de Plenário ao Projeto de Lei nº 2.787, de 2019, adotado pela Relator da Comissão de Constituição e Justiça e de Cidadania.",NA,"Zé Silva - SOLIDARI/MG, Leonardo Monteiro - PT/MG, Greyce Elias - AVANTE/MG, Gilberto Abramo - PRB/MG, Igor Timo - PODE/MG, Áurea Carolina - PSOL/MG, Júlio Delgado - PSB/MG, Hercílio Coelho Diniz - MDB/MG, Dr. Frederico - PATRI/MG, Lucas Gonzalez - NOVO/MG, Rogério Correia - PT/MG, Padre João - PT/MG","Direito Penal e Processual Penal, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201529,2201529,2201529-56,camara
NA,NA,PL 2787/2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei de Crimes Ambientais), para tipificar o crime de ecocídio e a conduta delitiva do responsável por desastre relativo a rompimento de barragem, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para tipificar o crime de ecocídio e a conduta delitiva do responsável por desastre relativo a rompimento de barragem; e dá outras providências.",NA,Rejeitado o Requerimento.,NA,"Zé Silva - SOLIDARI/MG, Leonardo Monteiro - PT/MG, Greyce Elias - AVANTE/MG, Gilberto Abramo - PRB/MG, Igor Timo - PODE/MG, Áurea Carolina - PSOL/MG, Júlio Delgado - PSB/MG, Hercílio Coelho Diniz - MDB/MG, Dr. Frederico - PATRI/MG, Lucas Gonzalez - NOVO/MG, Rogério Correia - PT/MG, Padre João - PT/MG","Direito Penal e Processual Penal, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201529,2201529,2201529-40,camara
NA,NA,PL 2787/2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei de Crimes Ambientais), para tipificar o crime de ecocídio e a conduta delitiva do responsável por desastre relativo a rompimento de barragem, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para tipificar o crime de ecocídio e a conduta delitiva do responsável por desastre relativo a rompimento de barragem; e dá outras providências.",NA,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,"Zé Silva - SOLIDARI/MG, Leonardo Monteiro - PT/MG, Greyce Elias - AVANTE/MG, Gilberto Abramo - PRB/MG, Igor Timo - PODE/MG, Áurea Carolina - PSOL/MG, Júlio Delgado - PSB/MG, Hercílio Coelho Diniz - MDB/MG, Dr. Frederico - PATRI/MG, Lucas Gonzalez - NOVO/MG, Rogério Correia - PT/MG, Padre João - PT/MG","Direito Penal e Processual Penal, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2201529,2201529,2205050-6,camara
NA,NA,PL 3820/2019,Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.,"Votação do Substitutivo do Senado Federal ao Projeto de Lei 3.820, de 2019, com exceção da parte que suprime o art. 5º do texto da Câmara dos Deputados, com parecer pela rejeição.","Rejeitado o Substitutivo do Senado Federal ao Projeto de Lei 3.820, de 2019, com exceção da supressão do art. 5º do texto da Câmara dos Deputados.",NA,Tia Eron - PRB/BA,"Agricultura, Pecuária, Pesca e Extrativismo, Direitos Humanos e Minorias, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1299572,1299572,1299572-148,camara
NA,NA,PL 3820/2019,Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.,"Votação do Substitutivo do Senado Federal ao Projeto de Lei 3.820, de 2019, na parte em que suprime o art. 5º do texto da Câmara dos Deputados, com parecer pela aprovação.","Aprovado o Substitutivo do Senado Federal ao Projeto de Lei 3.820, de 2019, na parte em que suprime o art. 5º do texto da Câmara dos Deputados.",NA,Tia Eron - PRB/BA,"Agricultura, Pecuária, Pesca e Extrativismo, Direitos Humanos e Minorias, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1299572,1299572,1299572-147,camara
NA,NA,PL 3820/2019,Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.,Votação da Redação Final.,"Aprovada a Redação Final assinada pela Relatora, Dep. Tereza Nelma (PSDB-AL).",NA,Tia Eron - PRB/BA,"Agricultura, Pecuária, Pesca e Extrativismo, Direitos Humanos e Minorias, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1299572,1299572,1299572-144,camara
NA,NA,PL 3820/2019,Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.,NA,"Aprovado requerimento do Líderes que com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 3820/2019 (Nº Anterior: PL 1710/2015)",NA,Tia Eron - PRB/BA,"Agricultura, Pecuária, Pesca e Extrativismo, Direitos Humanos e Minorias, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1299572,1299572,1299572-110,camara
NA,NA,PL 3820/2019,Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.,NA,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 2194/2019.,NA,Tia Eron - PRB/BA,"Agricultura, Pecuária, Pesca e Extrativismo, Direitos Humanos e Minorias, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1299572,1299572,1299572-109,camara
NA,NA,PL 3820/2019,Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.,NA,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,Tia Eron - PRB/BA,"Agricultura, Pecuária, Pesca e Extrativismo, Direitos Humanos e Minorias, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1299572,1299572,2216181-7,camara
