Ambientalismo orienta SIM/NÃO/LIBERADO,nome_proposicao,ementa_proposicao,obj_votacao,resumo,data,data_apresentacao_proposicao,autor,indexacao_proposicao,tema,uri_tramitacao,id_proposicao,id_votacao,descricao_efeitos,is_nominal
NA,MPV 903/2019,"Autoriza a prorrogação de contratos por tempo determinado do Ministério da Agricultura, Pecuária e Abastecimento.","Votação da Emenda nº 1, apresentada na Comissão Mista, com parecer pela rejeição.","Aprovada a Emenda nº 1, apresentada na Comissão Mista.",2020-03-31T22:33:41,07/11/2019," Poder Executivo, Poder Executivo","Autorização, Ministério da Agricultura, Pecuária e Abastecimento, prorrogação do contrato, contrato por prazo determinado, médico veterinário, fiscalização agropecuária, agronegócio.","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2229043,2229043,2229043-33,NA,NA
NA,MPV 903/2019,"Autoriza a prorrogação de contratos por tempo determinado do Ministério da Agricultura, Pecuária e Abastecimento.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",2020-03-31T22:27:01,07/11/2019," Poder Executivo, Poder Executivo","Autorização, Ministério da Agricultura, Pecuária e Abastecimento, prorrogação do contrato, contrato por prazo determinado, médico veterinário, fiscalização agropecuária, agronegócio.","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2229043,2229043,2229043-29,NA,NA
NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Acácio Favacho (PROS-AP).",2020-04-29T21:25:32,31/03/2020,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP","Alteração, Lei Federal, União, doação, terras públicas, gleba, Roraima, Amapá, regularização fundiária. _Alteração, Lei da Faixa de Fronteira, critério, Colonização, loteamento, área rural, Faixa de fronteira, Roraima, Amapá,",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-66,NA,NA
NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira","Votação do DTQ 2: PT: Emenda de Plenário nº 4 (art. 161, II) § 6 art 2 do subst",Rejeitada a Emenda nº 4.,2020-04-29T21:23:41,31/03/2020,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP","Alteração, Lei Federal, União, doação, terras públicas, gleba, Roraima, Amapá, regularização fundiária. _Alteração, Lei da Faixa de Fronteira, critério, Colonização, loteamento, área rural, Faixa de fronteira, Roraima, Amapá,",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-64,NA,NA
NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira","Votação do DTQ 8: PCdoB: emenda de plenário n. 7, com vistas a sua aprovação. (161, II) o §2° do art. 2° e o inciso II, do §1°, do art. 3-A, constantes do art. 1° do Projeto de Lei n° 1304, de 2020",Rejeitada a Emenda nº 7.,2020-04-29T21:10:19,31/03/2020,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP","Alteração, Lei Federal, União, doação, terras públicas, gleba, Roraima, Amapá, regularização fundiária. _Alteração, Lei da Faixa de Fronteira, critério, Colonização, loteamento, área rural, Faixa de fronteira, Roraima, Amapá,",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-61,NA,NA
NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira","Votação do DTQ 6: PSOL: destaque para votação em separado do §5°, do inciso VI, do Art. 2° da Lei nº 10.304, de 5 de novembro de 2001, constante do Art. 2° do substitutivo apresentado ao PL n° 1.304 de 2020, para sua supressão.",Mantido o texto.,2020-04-29T19:28:11,31/03/2020,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP","Alteração, Lei Federal, União, doação, terras públicas, gleba, Roraima, Amapá, regularização fundiária. _Alteração, Lei da Faixa de Fronteira, critério, Colonização, loteamento, área rural, Faixa de fronteira, Roraima, Amapá,",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-53,NA,NA
NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira","Votação do DTQ 9: PSB: Emenda de Plenário nº 3. (art. 161, II). art 2 VI",Rejeitada a Emenda nº 3.,2020-04-29T19:09:30,31/03/2020,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP","Alteração, Lei Federal, União, doação, terras públicas, gleba, Roraima, Amapá, regularização fundiária. _Alteração, Lei da Faixa de Fronteira, critério, Colonização, loteamento, área rural, Faixa de fronteira, Roraima, Amapá,",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-50,NA,NA
NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",Votação em turno único.,"Aprovado o Substitutivo ao Projeto de Lei nº 1.304, de 2020, adotado pelo Relator da Comissão Especial, ressalvados os destaques.",2020-04-29T18:04:24,31/03/2020,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP","Alteração, Lei Federal, União, doação, terras públicas, gleba, Roraima, Amapá, regularização fundiária. _Alteração, Lei da Faixa de Fronteira, critério, Colonização, loteamento, área rural, Faixa de fronteira, Roraima, Amapá,",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-39,NA,NA
NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",NA,"Aprovado requerimento n. 740/2020 do Sr. Jhonatan de Jesus que requer urgência para a apreciação do Projeto de Lei nº 1.304, de 2020.",2020-04-22T20:45:36,31/03/2020,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP","Alteração, Lei Federal, União, doação, terras públicas, gleba, Roraima, Amapá, regularização fundiária. _Alteração, Lei da Faixa de Fronteira, critério, Colonização, loteamento, área rural, Faixa de fronteira, Roraima, Amapá,",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-17,NA,NA
NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",NA,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 740/2020.,2020-04-22T20:45:36,31/03/2020,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP","Alteração, Lei Federal, União, doação, terras públicas, gleba, Roraima, Amapá, regularização fundiária. _Alteração, Lei da Faixa de Fronteira, critério, Colonização, loteamento, área rural, Faixa de fronteira, Roraima, Amapá,",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-16,NA,NA
NA,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",NA,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",2020-04-22T20:45:33,31/03/2020,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP","Alteração, Lei Federal, União, doação, terras públicas, gleba, Roraima, Amapá, regularização fundiária. _Alteração, Lei da Faixa de Fronteira, critério, Colonização, loteamento, área rural, Faixa de fronteira, Roraima, Amapá,",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2250360-6,NA,NA
NA,MPV 913/2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.","Votação, quanto ao mérito, em turno único.","Aprovada a Medida Provisória 913, de 2019.",2020-04-27T21:56:05,20/12/2019," Poder Executivo, Poder Executivo","Autorização, Ministério da Agricultura, Pecuária e Abastecimento, prorrogação do contrato, contrato de trabalho por prazo determinado, cargo temporário, Administração pública.","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185,2236185,2236185-34,NA,NA
NA,MPV 913/2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Alceu Moreira (MDB-RS).",2020-04-27T21:19:33,20/12/2019," Poder Executivo, Poder Executivo","Autorização, Ministério da Agricultura, Pecuária e Abastecimento, prorrogação do contrato, contrato de trabalho por prazo determinado, cargo temporário, Administração pública.","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185,2236185,2236185-30,NA,NA
NA,MPV 913/2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.","Votação das Emendas de Plenário nº 1 e de Comissão nº 2, com parecer pela rejeição.",Rejeitadas as Emendas de Plenário nº 1 e de Comissão nº 2.,2020-04-27T21:18:45,20/12/2019," Poder Executivo, Poder Executivo","Autorização, Ministério da Agricultura, Pecuária e Abastecimento, prorrogação do contrato, contrato de trabalho por prazo determinado, cargo temporário, Administração pública.","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185,2236185,2236185-28,NA,NA
NA,MPV 913/2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",2020-04-27T21:17:07,20/12/2019," Poder Executivo, Poder Executivo","Autorização, Ministério da Agricultura, Pecuária e Abastecimento, prorrogação do contrato, contrato de trabalho por prazo determinado, cargo temporário, Administração pública.","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185,2236185,2236185-26,NA,NA
NA,MPV 913/2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",2020-04-27T21:16:25,20/12/2019," Poder Executivo, Poder Executivo","Autorização, Ministério da Agricultura, Pecuária e Abastecimento, prorrogação do contrato, contrato de trabalho por prazo determinado, cargo temporário, Administração pública.","Administração Pública, Agricultura, Pecuária, Pesca e Extrativismo, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185,2236185,2236185-24,NA,NA
NA,MPV 920/2020,"Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 892.000.000,00, para os fins que especifica.",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Lucio Mosquini (MDB-RO).",2020-05-26T22:03:04,31/01/2020," Poder Executivo, Poder Executivo","Crédito extraordinário, Ministério do Desenvolvimento Regional, Defesa civil, desastre ambiental, enchente, Minas Gerais, Espírito Santo (Estado), Rio de Janeiro (Estado).","Cidades e Desenvolvimento Urbano, Defesa e Segurança, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236262,2236262,2236262-41,NA,NA
NA,MPV 920/2020,"Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 892.000.000,00, para os fins que especifica.","Votação, quanto ao mérito, em turno único.","Aprovada a Medida Provisória nº 920, de 2020, na forma do Projeto de Lei de Conversão nº 14, de 2020.",2020-05-26T22:02:24,31/01/2020," Poder Executivo, Poder Executivo","Crédito extraordinário, Ministério do Desenvolvimento Regional, Defesa civil, desastre ambiental, enchente, Minas Gerais, Espírito Santo (Estado), Rio de Janeiro (Estado).","Cidades e Desenvolvimento Urbano, Defesa e Segurança, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236262,2236262,2236262-39,NA,NA
NA,MPV 920/2020,"Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 892.000.000,00, para os fins que especifica.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância, urgência e imprevisibilidade das despesas e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 1, de 2002-CN.",2020-05-26T21:58:47,31/01/2020," Poder Executivo, Poder Executivo","Crédito extraordinário, Ministério do Desenvolvimento Regional, Defesa civil, desastre ambiental, enchente, Minas Gerais, Espírito Santo (Estado), Rio de Janeiro (Estado).","Cidades e Desenvolvimento Urbano, Defesa e Segurança, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236262,2236262,2236262-34,NA,NA
NA,MPV 920/2020,"Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 892.000.000,00, para os fins que especifica.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância, urgência e imprevisibilidade das despesas e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 1, de 2002-CN.",2020-05-26T21:58:10,31/01/2020," Poder Executivo, Poder Executivo","Crédito extraordinário, Ministério do Desenvolvimento Regional, Defesa civil, desastre ambiental, enchente, Minas Gerais, Espírito Santo (Estado), Rio de Janeiro (Estado).","Cidades e Desenvolvimento Urbano, Defesa e Segurança, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236262,2236262,2236262-33,NA,NA
NA,PL 735/2020,"Fica criado o abono destinado a feirantes e agricultores familiares que se encontram em isolamento ou quarentena em razão da pandemia do COVID-19, consoante a Lei 13.979, de 6 de fevereiro de 2020, e que apresentam-se impossibilitados de comercializar sua produção também por medidas determinadas pelos executivos municipais.

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho).",Votação da Emenda de Redação nº 1.,Aprovada a Emenda de Redação nº 1.,2020-07-20T17:19:12,18/03/2020,"Enio Verri - PT/PR, Célio Moura - PT/TO, José Guimarães - PT/CE, Helder Salomão - PT/ES, Pedro Uczai - PT/SC, Professora Rosa Neide - PT/MT, Waldenor Pereira - PT/BA, Erika Kokay - PT/DF, Maria do Rosário - PT/RS, Natália Bonavides - PT/RN, Marília Arraes - PT/PE, João Daniel - PT/SE, Carlos Veras - PT/PE, Valmir Assunção - PT/BA, Airton Faleiro - PT/PA, Vicentinho - PT/SP, Zeca Dirceu - PT/PR, Jorge Solla - PT/BA, Afonso Florence - PT/BA, Leonardo Monteiro - PT/MG, Beto Faro - PT/PA, Arlindo Chinaglia - PT/SP, Paulo Teixeira - PT/SP, Zé Carlos - PT/MA, Alexandre Padilha - PT/SP, Luizianne Lins - PT/CE, Marcon - PT/RS, Rogério Correia - PT/MG, Rejane Dias - PT/PI, Rubens Otoni - PT/GO, José Ricardo - PT/AM, José Airton Félix Cirilo - PT/CE, Nilto Tatto - PT/SP, Bohn Gass - PT/RS, Patrus Ananias - PT/MG, Alencar Santana Braga - PT/SP, Frei Anastacio Ribeiro - PT/PB, Margarida Salomão - PT/MG, Padre João - PT/MG, Paulão - PT/AL, Joseildo Ramos - PT/BA, Vander Loubet - PT/MS, Paulo Pimenta - PT/RS, Zé Neto - PT/BA, Gleisi Hoffmann - PT/PR, Rui Falcão - PT/SP, Reginaldo Lopes - PT/MG, Paulo Guedes - PT/MG","Criação, abono, feirante, agricultor familiar, isolamento social, quarentena (saúde), pandemia, coronavírus, impossibilidade, comercialização, produção agrícola.","Agricultura, Pecuária, Pesca e Extrativismo, Previdência e Assistência Social, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239605,2239605,2239605-74,NA,NA
NA,PL 735/2020,"Fica criado o abono destinado a feirantes e agricultores familiares que se encontram em isolamento ou quarentena em razão da pandemia do COVID-19, consoante a Lei 13.979, de 6 de fevereiro de 2020, e que apresentam-se impossibilitados de comercializar sua produção também por medidas determinadas pelos executivos municipais.

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho).",Votação da Redação Final.,"Aprovada a Redação Final assinada pelo Relator, Dep. Zé Silva (SOLIDARIEDADE/MG).",2020-07-20T17:11:30,18/03/2020,"Enio Verri - PT/PR, Célio Moura - PT/TO, José Guimarães - PT/CE, Helder Salomão - PT/ES, Pedro Uczai - PT/SC, Professora Rosa Neide - PT/MT, Waldenor Pereira - PT/BA, Erika Kokay - PT/DF, Maria do Rosário - PT/RS, Natália Bonavides - PT/RN, Marília Arraes - PT/PE, João Daniel - PT/SE, Carlos Veras - PT/PE, Valmir Assunção - PT/BA, Airton Faleiro - PT/PA, Vicentinho - PT/SP, Zeca Dirceu - PT/PR, Jorge Solla - PT/BA, Afonso Florence - PT/BA, Leonardo Monteiro - PT/MG, Beto Faro - PT/PA, Arlindo Chinaglia - PT/SP, Paulo Teixeira - PT/SP, Zé Carlos - PT/MA, Alexandre Padilha - PT/SP, Luizianne Lins - PT/CE, Marcon - PT/RS, Rogério Correia - PT/MG, Rejane Dias - PT/PI, Rubens Otoni - PT/GO, José Ricardo - PT/AM, José Airton Félix Cirilo - PT/CE, Nilto Tatto - PT/SP, Bohn Gass - PT/RS, Patrus Ananias - PT/MG, Alencar Santana Braga - PT/SP, Frei Anastacio Ribeiro - PT/PB, Margarida Salomão - PT/MG, Padre João - PT/MG, Paulão - PT/AL, Joseildo Ramos - PT/BA, Vander Loubet - PT/MS, Paulo Pimenta - PT/RS, Zé Neto - PT/BA, Gleisi Hoffmann - PT/PR, Rui Falcão - PT/SP, Reginaldo Lopes - PT/MG, Paulo Guedes - PT/MG","Criação, abono, feirante, agricultor familiar, isolamento social, quarentena (saúde), pandemia, coronavírus, impossibilidade, comercialização, produção agrícola.","Agricultura, Pecuária, Pesca e Extrativismo, Previdência e Assistência Social, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239605,2239605,2239605-71,NA,NA
NA,PL 735/2020,"Fica criado o abono destinado a feirantes e agricultores familiares que se encontram em isolamento ou quarentena em razão da pandemia do COVID-19, consoante a Lei 13.979, de 6 de fevereiro de 2020, e que apresentam-se impossibilitados de comercializar sua produção também por medidas determinadas pelos executivos municipais.

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho).","Votação das Emendas de Plenário ao Substitutivo, com parecer pela rejeição.","Rejeitadas as Emendas de Plenário ao Substitutivo, com parecer pela rejeição.",2020-07-20T17:09:26,18/03/2020,"Enio Verri - PT/PR, Célio Moura - PT/TO, José Guimarães - PT/CE, Helder Salomão - PT/ES, Pedro Uczai - PT/SC, Professora Rosa Neide - PT/MT, Waldenor Pereira - PT/BA, Erika Kokay - PT/DF, Maria do Rosário - PT/RS, Natália Bonavides - PT/RN, Marília Arraes - PT/PE, João Daniel - PT/SE, Carlos Veras - PT/PE, Valmir Assunção - PT/BA, Airton Faleiro - PT/PA, Vicentinho - PT/SP, Zeca Dirceu - PT/PR, Jorge Solla - PT/BA, Afonso Florence - PT/BA, Leonardo Monteiro - PT/MG, Beto Faro - PT/PA, Arlindo Chinaglia - PT/SP, Paulo Teixeira - PT/SP, Zé Carlos - PT/MA, Alexandre Padilha - PT/SP, Luizianne Lins - PT/CE, Marcon - PT/RS, Rogério Correia - PT/MG, Rejane Dias - PT/PI, Rubens Otoni - PT/GO, José Ricardo - PT/AM, José Airton Félix Cirilo - PT/CE, Nilto Tatto - PT/SP, Bohn Gass - PT/RS, Patrus Ananias - PT/MG, Alencar Santana Braga - PT/SP, Frei Anastacio Ribeiro - PT/PB, Margarida Salomão - PT/MG, Padre João - PT/MG, Paulão - PT/AL, Joseildo Ramos - PT/BA, Vander Loubet - PT/MS, Paulo Pimenta - PT/RS, Zé Neto - PT/BA, Gleisi Hoffmann - PT/PR, Rui Falcão - PT/SP, Reginaldo Lopes - PT/MG, Paulo Guedes - PT/MG","Criação, abono, feirante, agricultor familiar, isolamento social, quarentena (saúde), pandemia, coronavírus, impossibilidade, comercialização, produção agrícola.","Agricultura, Pecuária, Pesca e Extrativismo, Previdência e Assistência Social, Saúde",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239605,2239605,2239605-68,NA,NA
